N�MERO_PEDIDO;QUANTIDADE_ENCOMENDADA; PRE�O_CADA ;N�MERO_LINHA_ORDEM; VENDA ;DATA_PEDIDO;STATUS;LINHA_PRODUTO;NOME_CLIENTE;ENDERE�O;CIDADE;PAIS;CONTATO_SOBRENOME;CONTATO_NOME;TAMANHO_NEG�CIO
10228;32; $105,00 ;1; $3.360,00 ;10/03/2019;Shipped;Trucks and Buses;Cambridge Collectables Co.;4658 Baden Av.;Cambridge;USA;Tseng;Kyung;Medium
10245;29; $119,00 ;8; $3.451,00 ;04/05/2019;Shipped;Trucks and Buses;Super Scale Inc.;567 North Pendale Street;New Haven;USA;Murphy;Leslie;Medium
10258;41; $133,00 ;5; $5.453,00 ;15/06/2019;Shipped;Trucks and Buses;Tokyo Collectables, Ltd;2-2-8 Roppongi;Minato-ku;Japan;Shimamura;Akiko;Medium
10270;43; $96,84 ;8; $4.164,12 ;19/07/2019;Shipped;Trucks and Buses;Souveniers And Things Co.;Monitor Money Building, 815 Pacific Hwy;Chatswood;Australia;Huxley;Adrian;Medium
10280;24; $116,67 ;1; $2.800,08 ;17/08/2019;Shipped;Trucks and Buses;Amica Models & Co.;Via Monte Bianco 34;Torino;Italy;Accorti;Paolo;Small
10291;41; $114,34 ;10; $4.687,94 ;08/09/2019;Shipped;Trucks and Buses;Scandinavian Gift Ideas;?kergatan 24;Boras;Sweden;Larsson;Maria;Medium
10304;46; $98,00 ;5; $4.508,00 ;11/10/2019;Shipped;Trucks and Buses;Auto Assoc. & Cie.;67, avenue de l'Europe;Versailles;France;Tonini;Daniel;Medium
10312;32; $130,67 ;2; $4.181,44 ;21/10/2019;Shipped;Trucks and Buses;Mini Gifts Distributors Ltd.;5677 Strong St.;San Rafael;USA;Nelson;Valarie;Medium
10322;22; $102,32 ;10; $2.251,04 ;04/11/2019;Shipped;Trucks and Buses;Online Diecast Creations Co.;2304 Long Airport Avenue;Nashua;USA;Young;Valarie;Small
10347;42; $49,60 ;5; $2.083,20 ;29/11/2019;Shipped;Trucks and Buses;Australian Collectors, Co.;636 St Kilda Road;Melbourne;Australia;Ferguson;Peter;Small
10357;39; $98,00 ;1; $3.822,00 ;10/12/2019;Shipped;Trucks and Buses;Mini Gifts Distributors Ltd.;5677 Strong St.;San Rafael;USA;Nelson;Valarie;Medium
10370;27; $144,87 ;1; $3.911,49 ;20/01/2020;Shipped;Trucks and Buses;Anna's Decorations, Ltd;201 Miller Street;North Sydney;Australia;O'Hara;Anna;Medium
10391;29; $85,10 ;10; $2.467,90 ;09/03/2020;Shipped;Trucks and Buses;Anna's Decorations, Ltd;201 Miller Street;North Sydney;Australia;O'Hara;Anna;Small
10411;27; $119,00 ;8; $3.213,00 ;01/05/2020;Shipped;Trucks and Buses;Quebec Home Shopping Network;43 rue St. Laurent;Montreal;Canada;Fresnisre;Jean;Medium
10424;54; $133,00 ;5; $7.182,00 ;31/05/2020;In Process;Trucks and Buses;Euro Shopping Channel;C/ Moralzarzal, 86;Madrid;Spain;Freyre;Diego;Large
10109;26; $168,43 ;4; $4.379,18 ;10/03/2018;Shipped;Classic Cars;Motor Mint Distributors Inc.;11328 Douglas Av.;Philadelphia;USA;Hernandez;Rosa;Medium
10122;34; $147,20 ;2; $5.004,80 ;08/05/2018;Shipped;Classic Cars;Marseille Mini Autos;12, rue des Bouchers;Marseille;France;Lebihan;Laurence;Medium
10136;25; $145,79 ;2; $3.644,75 ;04/07/2018;Shipped;Classic Cars;Alpha Cognac;1 rue Alsace-Lorraine;Toulouse;France;Roulet;Annette;Medium
10148;23; $117,48 ;13; $2.702,04 ;11/09/2018;Shipped;Classic Cars;Anna's Decorations, Ltd;201 Miller Street;North Sydney;Australia;O'Hara;Anna;Small
10161;28; $134,46 ;12; $3.764,88 ;17/10/2018;Shipped;Classic Cars;Heintze Collectables;Smagsloget 45;Aaarhus;Denmark;Ibsen;Palle;Medium
10171;35; $128,80 ;2; $4.508,00 ;05/11/2018;Shipped;Classic Cars;Quebec Home Shopping Network;43 rue St. Laurent;Montreal;Canada;Fresnisre;Jean;Medium
10181;44; $123,14 ;6; $5.418,16 ;12/11/2018;Shipped;Classic Cars;Herkku Gifts;Drammen 121, PR 744 Sentrum;Bergen;Norway;Oeztan;Veysel;Medium
10192;22; $150,03 ;11; $3.300,66 ;20/11/2018;Shipped;Classic Cars;Online Diecast Creations Co.;2304 Long Airport Avenue;Nashua;USA;Young;Valarie;Medium
10204;42; $147,20 ;17; $6.182,40 ;02/12/2018;Shipped;Classic Cars;Muscle Machine Inc;4092 Furth Circle;NYC;USA;Young;Jeff;Medium
10212;29; $144,37 ;10; $4.186,73 ;16/01/2019;Shipped;Classic Cars;Euro Shopping Channel;C/ Moralzarzal, 86;Madrid;Spain;Freyre;Diego;Medium
10225;32; $141,54 ;1; $4.529,28 ;22/02/2019;Shipped;Classic Cars;Vida Sport, Ltd;Grenzacherweg 237;Gensve;Switzerland;Holz;Michael;Medium
10240;41; $137,29 ;3; $5.628,89 ;13/04/2019;Shipped;Classic Cars;Osaka Souveniers Co.;Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku;Osaka;Japan;Kentary;Mory;Medium
10253;26; $117,48 ;5; $3.054,48 ;01/06/2019;Cancelled;Classic Cars;UK Collectables, Ltd.;Berkeley Gardens 12  Brewery;Liverpool;UK;Devon;Elizabeth;Medium
10266;21; $120,31 ;6; $2.526,51 ;06/07/2019;Shipped;Classic Cars;L'ordine Souveniers;Strada Provinciale 124;Reggio Emilia;Italy;Moroni;Maurizio;Small
10278;34; $137,29 ;6; $4.667,86 ;06/08/2019;Shipped;Classic Cars;Signal Gift Stores;8489 Strong St.;Las Vegas;USA;King;Sue;Medium
10287;41; $158,52 ;4; $6.499,32 ;30/08/2019;Shipped;Classic Cars;Vida Sport, Ltd;Grenzacherweg 237;Gensve;Switzerland;Holz;Michael;Medium
10301;37; $159,94 ;8; $5.917,78 ;05/10/2018;Shipped;Classic Cars;Norway Gifts By Mail, Co.;Drammensveien 126 A, PB 744 Sentrum;Oslo;Norway;Klaeboe;Jan;Medium
10310;37; $168,43 ;2; $6.231,91 ;16/10/2019;Shipped;Classic Cars;Toms Spezialitten, Ltd;Mehrheimerstr. 369;Koln;Germany;Pfalzheim;Henriette;Medium
10321;41; $141,54 ;10; $5.803,14 ;04/11/2019;Shipped;Classic Cars;FunGiftIdeas.com;1785 First Street;New Bedford;USA;Benitez;Violeta;Medium
10331;46; $139,87 ;6; $6.434,02 ;17/11/2019;Shipped;Classic Cars;Motor Mint Distributors Inc.;11328 Douglas Av.;Philadelphia;USA;Hernandez;Rosa;Medium
10342;40; $161,36 ;2; $6.454,40 ;24/11/2019;Shipped;Classic Cars;Australian Collectors, Co.;636 St Kilda Road;Melbourne;Australia;Ferguson;Peter;Medium
10356;43; $97,60 ;8; $4.196,80 ;09/12/2019;Shipped;Classic Cars;Lyon Souveniers;27 rue du Colonel Pierre Avia;Paris;France;Da Cunha;Daniel;Medium
10365;30; $87,06 ;1; $2.611,80 ;07/01/2020;Shipped;Classic Cars;Mini Creations Ltd.;4575 Hillside Dr.;New Bedford;USA;Tam;Wing C;Small
10377;35; $168,43 ;2; $5.895,05 ;09/02/2020;Shipped;Classic Cars;Toys of Finland, Co.;Keskuskatu 45;Helsinki;Finland;Karttunen;Matti;Medium
10390;36; $93,77 ;14; $3.375,72 ;04/03/2020;Shipped;Classic Cars;Mini Gifts Distributors Ltd.;5677 Strong St.;San Rafael;USA;Nelson;Valarie;Medium
10406;61; $137,29 ;3; $8.374,69 ;15/04/2020;Disputed;Classic Cars;Danish Wholesale Imports;Vinb'ltet 34;Kobenhavn;Denmark;Petersen;Jytte;Large
10419;38; $117,48 ;5; $4.464,24 ;17/05/2020;Shipped;Classic Cars;Salzburg Collectables;Geislweg 14;Salzburg;Austria;Pipps;Georg;Medium
10102;39; $123,29 ;2; $4.808,31 ;10/01/2018;Shipped;Vintage Cars;Vitachrome Inc.;2678 Kingston Rd.;NYC;USA;Frick;Michael;Medium
10125;32; $101,71 ;1; $3.254,72 ;21/05/2018;Shipped;Vintage Cars;Australian Collectors, Co.;636 St Kilda Road;Melbourne;Australia;Ferguson;Peter;Medium
10139;31; $102,74 ;7; $3.184,94 ;16/07/2018;Shipped;Vintage Cars;Souveniers And Things Co.;Monitor Money Building, 815 Pacific Hwy;Chatswood;Australia;Huxley;Adrian;Medium
10149;50; $118,15 ;4; $5.907,50 ;12/09/2018;Shipped;Vintage Cars;Signal Collectibles Ltd.;2793 Furth Circle;Brisbane;USA;Taylor;Sue;Medium
10173;43; $117,12 ;6; $5.036,16 ;05/11/2018;Shipped;Vintage Cars;Rovelli Gifts;Via Ludovico il Moro 22;Bergamo;Italy;Rovelli;Giovanni;Medium
10182;25; $87,33 ;3; $2.183,25 ;12/11/2018;Shipped;Vintage Cars;Mini Gifts Distributors Ltd.;5677 Strong St.;San Rafael;USA;Nelson;Valarie;Small
10193;28; $110,96 ;7; $3.106,88 ;21/11/2018;Shipped;Vintage Cars;Australian Collectables, Ltd;7 Allen Street;Glen Waverly;Australia;Connery;Sean;Medium
10205;36; $103,77 ;2; $3.735,72 ;03/12/2018;Shipped;Vintage Cars;Euro Shopping Channel;C/ Moralzarzal, 86;Madrid;Spain;Freyre;Diego;Medium
10215;27; $89,38 ;10; $2.413,26 ;29/01/2019;Shipped;Vintage Cars;West Coast Collectables Co.;3675 Furth Circle;Burbank;USA;Thompson;Steve;Small
10227;25; $118,15 ;3; $2.953,75 ;02/03/2019;Shipped;Vintage Cars;Saveley & Henriot, Co.;2, rue du Commerce;Lyon;France;Saveley;Mary;Small
10244;40; $117,12 ;7; $4.684,80 ;29/04/2019;Shipped;Vintage Cars;Euro Shopping Channel;C/ Moralzarzal, 86;Madrid;Spain;Freyre;Diego;Medium
10256;34; $95,55 ;2; $3.248,70 ;08/06/2019;Shipped;Vintage Cars;Danish Wholesale Imports;Vinb'ltet 34;Kobenhavn;Denmark;Petersen;Jytte;Medium
10280;50; $104,79 ;9; $5.239,50 ;17/08/2019;Shipped;Vintage Cars;Amica Models & Co.;Via Monte Bianco 34;Torino;Italy;Accorti;Paolo;Medium
10289;38; $120,21 ;2; $4.567,98 ;03/09/2019;Shipped;Vintage Cars;Herkku Gifts;Drammen 121, PR 744 Sentrum;Bergen;Norway;Oeztan;Veysel;Medium
10304;37; $95,55 ;13; $3.535,35 ;11/10/2019;Shipped;Vintage Cars;Auto Assoc. & Cie.;67, avenue de l'Europe;Versailles;France;Tonini;Daniel;Medium
10312;43; $89,38 ;10; $3.843,34 ;21/10/2019;Shipped;Vintage Cars;Mini Gifts Distributors Ltd.;5677 Strong St.;San Rafael;USA;Nelson;Valarie;Medium
10322;43; $86,30 ;14; $3.710,90 ;04/11/2019;Shipped;Vintage Cars;Online Diecast Creations Co.;2304 Long Airport Avenue;Nashua;USA;Young;Valarie;Medium
10332;46; $95,13 ;15; $4.375,98 ;17/11/2019;Shipped;Vintage Cars;AV Stores, Co.;Fauntleroy Circus;Manchester;UK;Ashworth;Victoria;Medium
10346;42; $36,11 ;3; $1.516,62 ;29/11/2019;Shipped;Vintage Cars;Signal Gift Stores;8489 Strong St.;Las Vegas;USA;King;Sue;Small
10356;50; $50,18 ;9; $2.509,00 ;09/12/2019;Shipped;Vintage Cars;Lyon Souveniers;27 rue du Colonel Pierre Avia;Paris;France;Da Cunha;Daniel;Small
10369;44; $210,01 ;8; $9.240,44 ;20/01/2020;Shipped;Vintage Cars;Collectables For Less Inc.;7825 Douglas Av.;Brickhaven;USA;Nelson;Allen;Large
10380;27; $93,16 ;13; $2.515,32 ;16/02/2020;Shipped;Vintage Cars;Euro Shopping Channel;C/ Moralzarzal, 86;Madrid;Spain;Freyre;Diego;Small
10391;35; $158,54 ;2; $5.548,90 ;09/03/2020;Shipped;Vintage Cars;Anna's Decorations, Ltd;201 Miller Street;North Sydney;Australia;O'Hara;Anna;Medium
10422;51; $95,55 ;2; $4.873,05 ;30/05/2020;In Process;Vintage Cars;Diecast Classics Inc.;7586 Pompton St.;Allentown;USA;Yu;Kyung;Medium
10102;41; $50,14 ;1; $2.055,74 ;10/01/2018;Shipped;Vintage Cars;Vitachrome Inc.;2678 Kingston Rd.;NYC;USA;Frick;Michael;Small
10126;42; $54,99 ;17; $2.309,58 ;28/05/2018;Shipped;Vintage Cars;Corrida Auto Replicas, Ltd;C/ Araquil, 67;Madrid;Spain;Sommer;Mart¡n;Small
10139;49; $43,13 ;6; $2.113,37 ;16/07/2018;Shipped;Vintage Cars;Souveniers And Things Co.;Monitor Money Building, 815 Pacific Hwy;Chatswood;Australia;Huxley;Adrian;Small
10149;30; $58,22 ;3; $1.746,60 ;12/09/2018;Shipped;Vintage Cars;Signal Collectibles Ltd.;2793 Furth Circle;Brisbane;USA;Taylor;Sue;Small
10173;48; $44,21 ;5; $2.122,08 ;05/11/2018;Shipped;Vintage Cars;Rovelli Gifts;Via Ludovico il Moro 22;Bergamo;Italy;Rovelli;Giovanni;Small
10182;32; $54,45 ;2; $1.742,40 ;12/11/2018;Shipped;Vintage Cars;Mini Gifts Distributors Ltd.;5677 Strong St.;San Rafael;USA;Nelson;Valarie;Small
10193;46; $53,37 ;6; $2.455,02 ;21/11/2018;Shipped;Vintage Cars;Australian Collectables, Ltd;7 Allen Street;Glen Waverly;Australia;Connery;Sean;Small
10205;48; $63,61 ;1; $3.053,28 ;03/12/2018;Shipped;Vintage Cars;Euro Shopping Channel;C/ Moralzarzal, 86;Madrid;Spain;Freyre;Diego;Medium
10215;33; $43,13 ;9; $1.423,29 ;29/01/2019;Shipped;Vintage Cars;West Coast Collectables Co.;3675 Furth Circle;Burbank;USA;Thompson;Steve;Small
10227;31; $48,52 ;2; $1.504,12 ;02/03/2019;Shipped;Vintage Cars;Saveley & Henriot, Co.;2, rue du Commerce;Lyon;France;Saveley;Mary;Small
10244;20; $58,22 ;6; $1.164,40 ;29/04/2019;Shipped;Vintage Cars;Euro Shopping Channel;C/ Moralzarzal, 86;Madrid;Spain;Freyre;Diego;Small
10256;29; $51,75 ;1; $1.500,75 ;08/06/2019;Shipped;Vintage Cars;Danish Wholesale Imports;Vinb'ltet 34;Kobenhavn;Denmark;Petersen;Jytte;Small
10280;27; $57,68 ;8; $1.557,36 ;17/08/2019;Shipped;Vintage Cars;Amica Models & Co.;Via Monte Bianco 34;Torino;Italy;Accorti;Paolo;Small
10289;24; $56,07 ;1; $1.345,68 ;03/09/2019;Shipped;Vintage Cars;Herkku Gifts;Drammen 121, PR 744 Sentrum;Bergen;Norway;Oeztan;Veysel;Small
10304;37; $48,52 ;12; $1.795,24 ;11/10/2019;Shipped;Vintage Cars;Auto Assoc. & Cie.;67, avenue de l'Europe;Versailles;France;Tonini;Daniel;Small
10312;25; $44,21 ;9; $1.105,25 ;21/10/2019;Shipped;Vintage Cars;Mini Gifts Distributors Ltd.;5677 Strong St.;San Rafael;USA;Nelson;Valarie;Small
10322;41; $57,68 ;5; $2.364,88 ;04/11/2019;Shipped;Vintage Cars;Online Diecast Creations Co.;2304 Long Airport Avenue;Nashua;USA;Young;Valarie;Small
10332;27; $89,89 ;16; $2.427,03 ;17/11/2019;Shipped;Vintage Cars;AV Stores, Co.;Fauntleroy Circus;Manchester;UK;Ashworth;Victoria;Small
10347;21; $58,95 ;7; $1.237,95 ;29/11/2019;Shipped;Vintage Cars;Australian Collectors, Co.;636 St Kilda Road;Melbourne;Australia;Ferguson;Peter;Small
10356;22; $72,41 ;6; $1.593,02 ;09/12/2019;Shipped;Vintage Cars;Lyon Souveniers;27 rue du Colonel Pierre Avia;Paris;France;Da Cunha;Daniel;Small
10369;32; $98,63 ;7; $3.156,16 ;20/01/2020;Shipped;Vintage Cars;Collectables For Less Inc.;7825 Douglas Av.;Brickhaven;USA;Nelson;Allen;Medium
10391;42; $119,00 ;3; $4.998,00 ;09/03/2020;Shipped;Vintage Cars;Anna's Decorations, Ltd;201 Miller Street;North Sydney;Australia;O'Hara;Anna;Medium
10422;25; $51,75 ;1; $1.293,75 ;30/05/2020;In Process;Vintage Cars;Diecast Classics Inc.;7586 Pompton St.;Allentown;USA;Yu;Kyung;Small
10110;37; $146,84 ;16; $5.433,08 ;18/03/2018;Shipped;Classic Cars;AV Stores, Co.;Fauntleroy Circus;Manchester;UK;Ashworth;Victoria;Medium
10123;26; $118,22 ;2; $3.073,72 ;20/05/2018;Shipped;Classic Cars;Atelier graphique;54, rue Royale;Nantes;France;Schmitt;Carine;Medium
10137;44; $99,55 ;2; $4.380,20 ;10/07/2018;Shipped;Classic Cars;Reims Collectables;59 rue de l'Abbaye;Reims;France;Henriot;Paul;Medium
10148;47; $124,44 ;9; $5.848,68 ;11/09/2018;Shipped;Classic Cars;Anna's Decorations, Ltd;201 Miller Street;North Sydney;Australia;O'Hara;Anna;Medium
10161;43; $143,11 ;8; $6.153,73 ;17/10/2018;Shipped;Classic Cars;Heintze Collectables;Smagsloget 45;Aaarhus;Denmark;Ibsen;Palle;Medium
10172;42; $118,22 ;6; $4.965,24 ;05/11/2018;Shipped;Classic Cars;Gift Depot Inc.;25593 South Bay Ln.;Bridgewater;USA;King;Julie;Medium
10181;42; $129,42 ;2; $5.435,64 ;12/11/2018;Shipped;Classic Cars;Herkku Gifts;Drammen 121, PR 744 Sentrum;Bergen;Norway;Oeztan;Veysel;Medium
10192;29; $146,84 ;7; $4.258,36 ;20/11/2018;Shipped;Classic Cars;Online Diecast Creations Co.;2304 Long Airport Avenue;Nashua;USA;Young;Valarie;Medium
10204;40; $100,80 ;13; $4.032,00 ;02/12/2018;Shipped;Classic Cars;Muscle Machine Inc;4092 Furth Circle;NYC;USA;Young;Jeff;Medium
10212;38; $118,22 ;6; $4.492,36 ;16/01/2019;Shipped;Classic Cars;Euro Shopping Channel;C/ Moralzarzal, 86;Madrid;Spain;Freyre;Diego;Medium
10226;38; $109,51 ;4; $4.161,38 ;26/02/2019;Shipped;Classic Cars;Collectable Mini Designs Co.;361 Furth Circle;San Diego;USA;Thompson;Valarie;Medium
10241;21; $119,46 ;11; $2.508,66 ;13/04/2019;Shipped;Classic Cars;Mini Caravy;24, place Kluber;Strasbourg;France;Citeaux;Frederique;Small
10253;24; $140,62 ;1; $3.374,88 ;01/06/2019;Cancelled;Classic Cars;UK Collectables, Ltd.;Berkeley Gardens 12  Brewery;Liverpool;UK;Devon;Elizabeth;Medium
10266;36; $144,35 ;2; $5.196,60 ;06/07/2019;Shipped;Classic Cars;L'ordine Souveniers;Strada Provinciale 124;Reggio Emilia;Italy;Moroni;Maurizio;Medium
10278;23; $113,24 ;2; $2.604,52 ;06/08/2019;Shipped;Classic Cars;Signal Gift Stores;8489 Strong St.;Las Vegas;USA;King;Sue;Small
10288;20; $146,84 ;14; $2.936,80 ;01/09/2019;Shipped;Classic Cars;Handji Gifts& Co;Village Close - 106 Linden Road Sandown;Singapore;Singapore;Victorino;Wendy;Small
10301;32; $107,02 ;4; $3.424,64 ;05/10/2018;Shipped;Classic Cars;Norway Gifts By Mail, Co.;Drammensveien 126 A, PB 744 Sentrum;Oslo;Norway;Klaeboe;Jan;Medium
10311;29; $100,80 ;9; $2.923,20 ;16/10/2019;Shipped;Classic Cars;Euro Shopping Channel;C/ Moralzarzal, 86;Madrid;Spain;Freyre;Diego;Small
10321;44; $102,04 ;6; $4.489,76 ;04/11/2019;Shipped;Classic Cars;FunGiftIdeas.com;1785 First Street;New Bedford;USA;Benitez;Violeta;Medium
10331;44; $110,21 ;14; $4.849,24 ;17/11/2019;Shipped;Classic Cars;Motor Mint Distributors Inc.;11328 Douglas Av.;Philadelphia;USA;Hernandez;Rosa;Medium
10343;36; $162,47 ;4; $5.848,92 ;24/11/2019;Shipped;Classic Cars;Reims Collectables;59 rue de l'Abbaye;Reims;France;Henriot;Paul;Medium
10367;49; $56,30 ;1; $2.758,70 ;12/01/2020;Resolved;Classic Cars;Toys4GrownUps.com;78934 Hillside Dr.;Pasadena;USA;Young;Julie;Small
10378;34; $42,64 ;5; $1.449,76 ;10/02/2020;Shipped;Classic Cars;Euro Shopping Channel;C/ Moralzarzal, 86;Madrid;Spain;Freyre;Diego;Small
10407;59; $119,46 ;11; $7.048,14 ;22/04/2020;On Hold;Classic Cars;The Sharp Gifts Warehouse;3086 Ingle Ln.;San Jose;USA;Frick;Sue;Large
10419;37; $140,62 ;1; $5.202,94 ;17/05/2020;Shipped;Classic Cars;Salzburg Collectables;Geislweg 14;Salzburg;Austria;Pipps;Georg;Medium
10106;36; $146,65 ;12; $5.279,40 ;17/02/2018;Shipped;Planes;Rovelli Gifts;Via Ludovico il Moro 22;Bergamo;Italy;Rovelli;Giovanni;Medium
10119;43; $160,84 ;3; $6.916,12 ;28/04/2018;Shipped;Planes;Salzburg Collectables;Geislweg 14;Salzburg;Austria;Pipps;Georg;Medium
10131;21; $132,46 ;4; $2.781,66 ;16/06/2018;Shipped;Planes;Gift Ideas Corp.;2440 Pompton St.;Glendale;USA;Lewis;Dan;Small
10143;32; $164,00 ;7; $5.248,00 ;10/08/2018;Shipped;Planes;Mini Creations Ltd.;4575 Hillside Dr.;New Bedford;USA;Tam;Wing C;Medium
10155;38; $171,88 ;5; $6.531,44 ;06/10/2018;Shipped;Planes;Toys of Finland, Co.;Keskuskatu 45;Helsinki;Finland;Karttunen;Matti;Medium
10167;43; $134,04 ;1; $5.763,72 ;23/10/2018;Cancelled;Planes;Scandinavian Gift Ideas;?kergatan 24;Boras;Sweden;Larsson;Maria;Medium
10178;42; $154,54 ;4; $6.490,68 ;08/11/2018;Shipped;Planes;Alpha Cognac;1 rue Alsace-Lorraine;Toulouse;France;Roulet;Annette;Medium
10186;32; $187,65 ;1; $6.004,80 ;14/11/2018;Shipped;Planes;Double Decker Gift Stores, Ltd;120 Hanover Sq.;London;UK;Hardy;Thomas;Medium
10198;42; $178,19 ;4; $7.483,98 ;27/11/2018;Shipped;Planes;Cruz & Sons Co.;15 McCallum Street - NatWest Center #13-03;Makati City;Philippines;Cruz;Arnold;Large
10210;31; $184,50 ;17; $5.719,50 ;12/01/2019;Shipped;Planes;Osaka Souveniers Co.;Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku;Osaka;Japan;Kentary;Mory;Medium
10222;49; $141,92 ;4; $6.954,08 ;19/02/2019;Shipped;Planes;Collectable Mini Designs Co.;361 Furth Circle;San Diego;USA;Thompson;Valarie;Medium
10250;45; $181,34 ;14; $8.160,30 ;11/05/2019;Shipped;Planes;The Sharp Gifts Warehouse;3086 Ingle Ln.;San Jose;USA;Frick;Sue;Large
10262;49; $134,04 ;9; $6.567,96 ;24/06/2019;Cancelled;Planes;Euro Shopping Channel;C/ Moralzarzal, 86;Madrid;Spain;Freyre;Diego;Medium
10274;41; $164,00 ;1; $6.724,00 ;21/07/2019;Shipped;Planes;Collectables For Less Inc.;7825 Douglas Av.;Brickhaven;USA;Nelson;Allen;Medium
10284;45; $127,73 ;11; $5.747,85 ;21/08/2019;Shipped;Planes;Norway Gifts By Mail, Co.;Drammensveien 126 A, PB 744 Sentrum;Oslo;Norway;Klaeboe;Jan;Medium
10296;36; $157,69 ;7; $5.676,84 ;15/09/2019;Shipped;Planes;Bavarian Collectables Imports, Co.;Hansastr. 15;Munich;Germany;Donnermeyer;Michael;Medium
10307;39; $189,23 ;1; $7.379,97 ;14/10/2019;Shipped;Planes;Classic Gift Ideas, Inc;782 First Street;Philadelphia;USA;Cervantes;Francisca;Large
10316;27; $137,19 ;9; $3.704,13 ;01/11/2019;Shipped;Planes;giftsbymail.co.uk;Garden House Crowther Way;Cowes;UK;Bennett;Helen;Medium
10327;25; $112,19 ;6; $2.804,75 ;10/11/2019;Resolved;Planes;Danish Wholesale Imports;Vinb'ltet 34;Kobenhavn;Denmark;Petersen;Jytte;Small
10338;41; $137,19 ;1; $5.624,79 ;22/11/2019;Shipped;Planes;Royale Belge;Boulevard Tirou, 255;Charleroi;Belgium;Cartrain;Pascale;Medium
10351;39; $99,52 ;1; $3.881,28 ;03/12/2019;Shipped;Planes;Stylish Desk Decors, Co.;35 King George;London;UK;Brown;Ann;Medium
10373;28; $57,55 ;4; $1.611,40 ;31/01/2020;Shipped;Planes;Oulu Toy Supplies, Inc.;Torikatu 38;Oulu;Finland;Koskitalo;Pirkko;Small
10386;25; $54,57 ;7; $1.364,25 ;01/03/2020;Resolved;Planes;Euro Shopping Channel;C/ Moralzarzal, 86;Madrid;Spain;Freyre;Diego;Small
10398;33; $127,73 ;11; $4.215,09 ;30/03/2020;Shipped;Planes;Reims Collectables;59 rue de l'Abbaye;Reims;France;Henriot;Paul;Medium
10400;34; $189,23 ;1; $6.433,82 ;01/04/2020;Shipped;Planes;The Sharp Gifts Warehouse;3086 Ingle Ln.;San Jose;USA;Frick;Sue;Medium
10416;24; $181,34 ;14; $4.352,16 ;10/05/2020;Shipped;Planes;L'ordine Souveniers;Strada Provinciale 124;Reggio Emilia;Italy;Moroni;Maurizio;Medium
10100;30; $171,70 ;3; $5.151,00 ;06/01/2018;Shipped;Vintage Cars;Online Diecast Creations Co.;2304 Long Airport Avenue;Nashua;USA;Young;Valarie;Medium
10110;42; $144,50 ;7; $6.069,00 ;18/03/2018;Shipped;Vintage Cars;AV Stores, Co.;Fauntleroy Circus;Manchester;UK;Ashworth;Victoria;Medium
10124;21; $136,00 ;6; $2.856,00 ;21/05/2018;Shipped;Vintage Cars;Signal Gift Stores;8489 Strong St.;Las Vegas;USA;King;Sue;Small
10149;34; $158,10 ;11; $5.375,40 ;12/09/2018;Shipped;Vintage Cars;Signal Collectibles Ltd.;2793 Furth Circle;Brisbane;USA;Taylor;Sue;Medium
10173;24; $146,20 ;13; $3.508,80 ;05/11/2018;Shipped;Vintage Cars;Rovelli Gifts;Via Ludovico il Moro 22;Bergamo;Italy;Rovelli;Giovanni;Medium
10182;44; $171,70 ;10; $7.554,80 ;12/11/2018;Shipped;Vintage Cars;Mini Gifts Distributors Ltd.;5677 Strong St.;San Rafael;USA;Nelson;Valarie;Large
10193;21; $149,60 ;14; $3.141,60 ;21/11/2018;Shipped;Vintage Cars;Australian Collectables, Ltd;7 Allen Street;Glen Waverly;Australia;Connery;Sean;Medium
10204;33; $178,50 ;4; $5.890,50 ;02/12/2018;Shipped;Vintage Cars;Muscle Machine Inc;4092 Furth Circle;NYC;USA;Young;Jeff;Medium
10214;30; $198,90 ;7; $5.967,00 ;26/01/2019;Shipped;Vintage Cars;Corrida Auto Replicas, Ltd;C/ Araquil, 67;Madrid;Spain;Sommer;Mart¡n;Medium
10227;26; $142,80 ;10; $3.712,80 ;02/03/2019;Shipped;Vintage Cars;Saveley & Henriot, Co.;2, rue du Commerce;Lyon;France;Saveley;Mary;Medium
10241;41; $185,30 ;2; $7.597,30 ;13/04/2019;Shipped;Vintage Cars;Mini Caravy;24, place Kluber;Strasbourg;France;Citeaux;Frederique;Large
10280;26; $141,10 ;16; $3.668,60 ;17/08/2019;Shipped;Vintage Cars;Amica Models & Co.;Via Monte Bianco 34;Torino;Italy;Accorti;Paolo;Medium
10288;32; $183,60 ;5; $5.875,20 ;01/09/2019;Shipped;Vintage Cars;Handji Gifts& Co;Village Close - 106 Linden Road Sandown;Singapore;Singapore;Victorino;Wendy;Medium
10302;43; $170,00 ;1; $7.310,00 ;06/10/2018;Shipped;Vintage Cars;UK Collectables, Ltd.;Berkeley Gardens 12  Brewery;Liverpool;UK;Devon;Elizabeth;Large
10312;48; $168,30 ;17; $8.078,40 ;21/10/2019;Shipped;Vintage Cars;Mini Gifts Distributors Ltd.;5677 Strong St.;San Rafael;USA;Nelson;Valarie;Large
